"﻿Record#","FName","Lname","Date of Birth","Gender","Education","House#","Address1","Address2","City","Pincode","Mobile#","Company","MonthlySalary"
"223","FName223","LName223","24-05-1998","Female","B.Tech","323","Street5","Kingpin Apts","Bangalore","560102","9003423677","Infosys","27166.51"
"224","FName224","LName224","25-05-1998","Female","M.Tech","324","Street2","Prestige Lake City","Hyderabad","560102","9003423682","Google","17508.36"
"225","FName225","LName225","26-05-1998","Female","BBA","325","Street1","ABC Building","Chennai","560102","9003423684","Intel","39566.22"
"226","FName226","LName226","27-05-1998","Male","BE","326","Street4","Shoba Lake Apts","Pune","600001","9003423690","Apple","102603.24"
"227","FName227","LName227","28-05-1998","Female","B.Com","327","Street5","Kingpin Apts","Bangalore","560102","9003423692","Infosys","35593.41"
"228","FName228","LName228","29-05-1998","Female","B.Sc","328","Street2","Prestige Lake City","Hyderabad","560102","9003423699","Google","126482.25"
"229","FName229","LName229","30-05-1998","Male","BCA","329","Street5","Kingpin Apts","Bangalore","560102","9003423700","Infosys","39457.77"
"230","FName230","LName230","31-05-1998","Female","MCA","330","Street1","ABC Building","Chennai","560102","9003423701","Intel","53576.74"
"231","FName231","LName231","1/6/1998","Male","MBA","331","Street3","Brigade Towers","Mumbai","400001","9003423711","Microsoft","27285.83"
"232","FName232","LName232","2/6/1998","Male","B.Tech","332","Street2","Prestige Lake City","Hyderabad","560102","9003423712","Google","80452.3"
"233","FName233","LName233","3/6/1998","Female","M.Tech","333","Street5","Kingpin Apts","Bangalore","560102","9003423715","Infosys","44094.62"
"234","FName234","LName234","4/6/1998","Female","BBA","334","Street3","Brigade Towers","Mumbai","400001","9003423723","Microsoft","83905.92"
"235","FName235","LName235","5/6/1998","Female","BE","335","Street1","ABC Building","Chennai","560102","9003423731","Intel","58450.14"
"236","FName236","LName236","6/6/1998","Male","B.Com","336","Street2","Prestige Lake City","Hyderabad","560102","9003423733","Google","12611.01"
"237","FName237","LName237","7/6/1998","Female","B.Sc","337","Street3","Brigade Towers","Mumbai","400001","9003423742","Microsoft","72052.7"
"238","FName238","LName238","8/6/1998","Female","BCA","338","Street4","Shoba Lake Apts","Pune","600001","9003423748","Apple","110296.73"
"239","FName239","LName239","9/6/1998","Male","MCA","339","Street5","Kingpin Apts","Bangalore","560102","9003423756","Infosys","17759.83"
"240","FName240","LName240","10/6/1998","Female","MBA","340","Street1","ABC Building","Chennai","560102","9003423757","Intel","52219.02"
"241","FName241","LName241","11/6/1998","Male","B.Tech","341","Street5","Kingpin Apts","Bangalore","560102","9003423761","Infosys","23490.07"
"242","FName242","LName242","12/6/1998","Male","M.Tech","342","Street4","Shoba Lake Apts","Pune","600001","9003423765","Apple","30300.74"
"243","FName243","LName243","13-06-1998","Female","BBA","343","Street3","Brigade Towers","Mumbai","400001","9003423768","Microsoft","10246.85"
"244","FName244","LName244","14-06-1998","Female","BE","344","Street2","Prestige Lake City","Hyderabad","560102","9003423772","Google","78291.01"
"245","FName245","LName245","15-06-1998","Female","B.Com","345","Street1","ABC Building","Chennai","560102","9003423780","Intel","6079.01"
"246","FName246","LName246","16-06-1998","Male","B.Sc","346","Street3","Brigade Towers","Mumbai","400001","9003423784","Microsoft","59981.3"
"247","FName247","LName247","17-06-1998","Female","BCA","347","Street5","Kingpin Apts","Bangalore","560102","9003423788","Infosys","11587.72"
"248","FName248","LName248","18-06-1998","Female","MCA","348","Street2","Prestige Lake City","Hyderabad","560102","9003423798","Google","47699.78"
"249","FName249","LName249","19-06-1998","Male","MBA","349","Street3","Brigade Towers","Mumbai","400001","9003423805","Microsoft","19289.59"
"250","FName250","LName250","20-06-1998","Female","B.Tech","350","Street1","ABC Building","Chennai","560102","9003423810","Intel","77217.38"
"251","FName251","LName251","21-06-1998","Male","M.Tech","351","Street5","Kingpin Apts","Bangalore","560102","9003423815","Infosys","11186.92"
"253","FName253","LName253","23-06-1998","Female","BE","353","Street5","Kingpin Apts","Bangalore","560102","9003423822","Infosys","33463.14"
"254","FName254","LName254","24-06-1998","Female","B.Com","354","Street4","Shoba Lake Apts","Pune","600001","9003423824","Apple","61145.78"
"255","FName255","LName255","25-06-1998","Female","B.Sc","355","Street1","ABC Building","Chennai","560102","9003423834","Intel","61417.82"
"256","FName256","LName256","26-06-1998","Male","BCA","356","Street2","Prestige Lake City","Hyderabad","560102","9003423834","Google","89540.33"
"257","FName257","LName257","27-06-1998","Female","MCA","357","Street5","Kingpin Apts","Bangalore","560102","9003423835","Infosys","27657.03"
"258","FName258","LName258","28-06-1998","Female","MBA","358","Street3","Brigade Towers","Mumbai","400001","9003423839","Microsoft","58438.6"
"259","FName259","LName259","29-06-1998","Male","B.Tech","359","Street5","Kingpin Apts","Bangalore","560102","9003423840","Infosys","13631.26"
"260","FName260","LName260","30-06-1998","Female","M.Tech","360","Street1","ABC Building","Chennai","560102","9003423845","Intel","16538.21"
"261","FName261","LName261","1/7/1998","Male","BBA","361","Street3","Brigade Towers","Mumbai","400001","9003423853","Microsoft","92877.92"
"262","FName262","LName262","2/7/1998","Male","BE","362","Street4","Shoba Lake Apts","Pune","600001","9003423862","Apple","26345.38"
"263","FName263","LName263","3/7/1998","Female","B.Com","363","Street5","Kingpin Apts","Bangalore","560102","9003423863","Infosys","28135.42"
"264","FName264","LName264","4/7/1998","Female","B.Sc","364","Street2","Prestige Lake City","Hyderabad","560102","9003423867","Google","119723.18"
"265","FName265","LName265","5/7/1998","Female","BCA","365","Street1","ABC Building","Chennai","560102","9003423867","Intel","79418.37"
"266","FName266","LName266","6/7/1998","Male","MCA","366","Street4","Shoba Lake Apts","Pune","600001","9003423872","Apple","9270.81"
"267","FName267","LName267","7/7/1998","Female","MBA","367","Street3","Brigade Towers","Mumbai","400001","9003423876","Microsoft","78809.44"
"268","FName268","LName268","8/7/1998","Female","B.Tech","368","Street2","Prestige Lake City","Hyderabad","560102","9003423884","Google","129789.11"
"269","FName269","LName269","9/7/1998","Male","M.Tech","369","Street5","Kingpin Apts","Bangalore","560102","9003423886","Infosys","15066.03"
"270","FName270","LName270","10/7/1998","Female","BBA","370","Street1","ABC Building","Chennai","560102","9003423887","Intel","72123.8"
"271","FName271","LName271","11/7/1998","Male","BE","371","Street5","Kingpin Apts","Bangalore","560102","9003423890","Infosys","29617.81"
"272","FName272","LName272","12/7/1998","Male","B.Com","372","Street2","Prestige Lake City","Hyderabad","560102","9003423899","Google","51262.63"
"273","FName273","LName273","13-07-1998","Female","B.Sc","373","Street3","Brigade Towers","Mumbai","400001","9003423901","Microsoft","44415.19"
"274","FName274","LName274","14-07-1998","Female","BCA","374","Street4","Shoba Lake Apts","Pune","600001","9003423905","Apple","23851.52"
"275","FName275","LName275","15-07-1998","Female","MCA","375","Street1","ABC Building","Chennai","560102","9003423914","Intel","58553.38"
"276","FName276","LName276","16-07-1998","Male","MBA","376","Street2","Prestige Lake City","Hyderabad","560102","9003423918","Google","105963.98"
"277","FName277","LName277","17-07-1998","Female","B.Tech","377","Street5","Kingpin Apts","Bangalore","560102","9003423927","Infosys","36041.49"
"278","FName278","LName278","18-07-1998","Female","M.Tech","378","Street4","Shoba Lake Apts","Pune","600001","9003423936","Apple","110233.75"
"279","FName279","LName279","19-07-1998","Male","BBA","379","Street3","Brigade Towers","Mumbai","400001","9003423938","Microsoft","7670.82"
"280","FName280","LName280","20-07-1998","Female","BE","380","Street1","ABC Building","Chennai","560102","9003423944","Intel","20149.93"
"281","FName281","LName281","21-07-1998","Male","B.Com","381","Street5","Kingpin Apts","Bangalore","560102","9003423949","Infosys","23845.31"
"282","FName282","LName282","22-07-1998","Male","B.Sc","382","Street3","Brigade Towers","Mumbai","400001","9003423953","Microsoft","93495.71"
"283","FName283","LName283","23-07-1998","Female","BCA","383","Street5","Kingpin Apts","Bangalore","560102","9003423958","Infosys","49983.49"
"284","FName284","LName284","24-07-1998","Female","MCA","384","Street2","Prestige Lake City","Hyderabad","560102","9003423966","Google","21464.5"
"285","FName285","LName285","25-07-1998","Female","MBA","385","Street1","ABC Building","Chennai","560102","9003423968","Intel","44756.73"
"286","FName286","LName286","26-07-1998","Male","B.Tech","386","Street4","Shoba Lake Apts","Pune","600001","9003423970","Apple","65868.79"
"287","FName287","LName287","27-07-1998","Female","M.Tech","387","Street5","Kingpin Apts","Bangalore","560102","9003423973","Infosys","23514.64"
"288","FName288","LName288","28-07-1998","Female","BBA","388","Street2","Prestige Lake City","Hyderabad","560102","9003423981","Google","73184.78"
"289","FName289","LName289","29-07-1998","Male","BE","389","Street5","Kingpin Apts","Bangalore","560102","9003423991","Infosys","7733.38"
"291","FName291","LName291","31-07-1998","Male","B.Sc","391","Street3","Brigade Towers","Mumbai","400001","9003423995","Microsoft","39639.3"
"293","FName293","LName293","2/8/1998","Female","MCA","393","Street5","Kingpin Apts","Bangalore","560102","9003424004","Infosys","33087.24"
"294","FName294","LName294","3/8/1998","Female","MBA","394","Street3","Brigade Towers","Mumbai","400001","9003424009","Microsoft","88771.66"
"295","FName295","LName295","4/8/1998","Female","B.Tech","395","Street1","ABC Building","Chennai","560102","9003424016","Intel","13603.04"
"296","FName296","LName296","5/8/1998","Male","M.Tech","396","Street2","Prestige Lake City","Hyderabad","560102","9003424018","Google","130802.95"
"297","FName297","LName297","6/8/1998","Female","BBA","397","Street3","Brigade Towers","Mumbai","400001","9003424019","Microsoft","22815.86"
"298","FName298","LName298","7/8/1998","Female","BE","398","Street4","Shoba Lake Apts","Pune","600001","9003424024","Apple","56417.8"
"299","FName299","LName299","8/8/1998","Male","B.Com","399","Street5","Kingpin Apts","Bangalore","560102","9003424026","Infosys","43971.65"
"300","FName300","LName300","9/8/1998","Female","B.Sc","400","Street1","ABC Building","Chennai","560102","9003424036","Intel","11896.4"
"301","FName301","LName301","10/8/1998","Male","BCA","401","Street5","Kingpin Apts","Bangalore","560102","9003424044","Infosys","8676.58"
"302","FName302","LName302","11/8/1998","Male","MCA","402","Street4","Shoba Lake Apts","Pune","600001","9003424051","Apple","66417.15"
"303","FName303","LName303","12/8/1998","Female","MBA","403","Street3","Brigade Towers","Mumbai","400001","9003424053","Microsoft","50347.24"
"304","FName304","LName304","13-08-1998","Female","B.Tech","404","Street2","Prestige Lake City","Hyderabad","560102","9003424058","Google","128824.88"
"305","FName305","LName305","14-08-1998","Female","M.Tech","405","Street1","ABC Building","Chennai","560102","9003424061","Intel","53412.72"
"306","FName306","LName306","15-08-1998","Male","BBA","406","Street3","Brigade Towers","Mumbai","400001","9003424062","Microsoft","43523.25"
"307","FName307","LName307","16-08-1998","Female","BE","407","Street5","Kingpin Apts","Bangalore","560102","9003424067","Infosys","2952.8"
"308","FName308","LName308","17-08-1998","Female","B.Com","408","Street2","Prestige Lake City","Hyderabad","560102","9003424076","Google","95252.56"
"309","FName309","LName309","18-08-1998","Male","B.Sc","409","Street3","Brigade Towers","Mumbai","400001","9003424084","Microsoft","100107.22"
"310","FName310","LName310","19-08-1998","Female","BCA","410","Street1","ABC Building","Chennai","560102","9003424092","Intel","5119.68"
"311","FName311","LName311","20-08-1998","Male","MCA","411","Street5","Kingpin Apts","Bangalore","560102","9003424097","Infosys","47203.32"
"312","FName312","LName312","21-08-1998","Male","MBA","412","Street2","Prestige Lake City","Hyderabad","560102","9003424098","Google","13447.84"
"313","FName313","LName313","22-08-1998","Female","B.Tech","413","Street5","Kingpin Apts","Bangalore","560102","9003424102","Infosys","20208.14"
"314","FName314","LName314","23-08-1998","Female","M.Tech","414","Street4","Shoba Lake Apts","Pune","600001","9003424111","Apple","71651.52"
"315","FName315","LName315","24-08-1998","Female","BBA","415","Street1","ABC Building","Chennai","560102","9003424120","Intel","8507.96"
"316","FName316","LName316","25-08-1998","Male","BE","416","Street2","Prestige Lake City","Hyderabad","560102","9003424123","Google","54835.32"
"317","FName317","LName317","26-08-1998","Female","B.Com","417","Street5","Kingpin Apts","Bangalore","560102","9003424128","Infosys","16844.03"
"318","FName318","LName318","27-08-1998","Female","B.Sc","418","Street3","Brigade Towers","Mumbai","400001","9003424136","Microsoft","60255.89"
"319","FName319","LName319","28-08-1998","Male","BCA","419","Street5","Kingpin Apts","Bangalore","560102","9003424145","Infosys","1139.11"
"320","FName320","LName320","29-08-1998","Female","MCA","420","Street1","ABC Building","Chennai","560102","9003424150","Intel","5686.22"
"321","FName321","LName321","30-08-1998","Male","MBA","421","Street3","Brigade Towers","Mumbai","400001","9003424151","Microsoft","76933.7"
"322","FName322","LName322","31-08-1998","Male","B.Tech","422","Street4","Shoba Lake Apts","Pune","600001","9003424158","Apple","105149.03"
"323","FName323","LName323","1/9/1998","Female","M.Tech","423","Street5","Kingpin Apts","Bangalore","560102","9003424168","Infosys","46394.72"
"324","FName324","LName324","2/9/1998","Female","BBA","424","Street2","Prestige Lake City","Hyderabad","560102","9003424176","Google","139477.47"
"326","FName326","LName326","15-07-1998","Male","B.Com","426","Street4","Shoba Lake Apts","Pune","600001","9003424187","Apple","94280.27"
"327","FName327","LName327","16-07-1998","Female","B.Sc","427","Street3","Brigade Towers","Mumbai","400001","9003424197","Microsoft","42907.46"
"328","FName328","LName328","17-07-1998","Female","BCA","428","Street2","Prestige Lake City","Hyderabad","560102","9003424201","Google","62698.45"
"329","FName329","LName329","18-07-1998","Male","MCA","429","Street5","Kingpin Apts","Bangalore","560102","9003424206","Infosys","39901.71"
"330","FName330","LName330","19-07-1998","Female","MBA","430","Street1","ABC Building","Chennai","560102","9003424209","Intel","61921.11"
"331","FName331","LName331","20-07-1998","Male","B.Tech","431","Street5","Kingpin Apts","Bangalore","560102","9003424214","Infosys","48260.75"
